Source,Target,Signal Flow
CYP1A1,EPHX1,0.03196322100712636
CYP2C18,EPHX1,0.08294920686239987
GATA2,EPO,-0.10252080076132987
GATA3,EPO,-0.1381468985716994
CSF3,EPOR,0.18204021813364593
IL11,EPOR,0.12085836243257726
IL6,EPOR,0.2037885535626939
LIF,EPOR,0.26437879383135937
PTPN6,EPOR,-0.27411610448808144
AR,ERBB2,0.05217843372711192
ETV4,ERBB2,-0.21379985316550268
ANGPT1,ERBB3,0.07302729755405651
AR,ERBB3,0.015732389711023247
EFNA1,ERBB3,0.055906731141668276
EGR1,ERBB3,0.017847047666922952
EREG,ERBB3,0.05721743887067151
FGF20,ERBB3,0.07866794570960109
FGF5,ERBB3,0.09472832608921913
GATA2,ERBB3,0.03091118448473758
IL1RAP,ERBB3,0.11046056807376284
JUN,ERBB3,0.036448078055143766
KITLG,ERBB3,0.09196941345009167
MYC,ERBB3,0.046309669392340096
NGF,ERBB3,0.07186095227028785
NRG2,ERBB3,0.12865766063255896
PDGFA,ERBB3,0.14808520557038288
PDGFB,ERBB3,0.12929089089147972
PDGFD,ERBB3,0.1433103841359056
PGF,ERBB3,0.06602378777366748
RNF41,ERBB3,0.27333999309295026
TFAP2C,ERBB3,0.07189431652043536
TGFA,ERBB3,0.23039556868008607
VEGFA,ERBB3,0.15521772204095285
ANGPT1,ERBB4,0.0785814013542215
CBL,ERBB4,0.060317986280635595
CBLB,ERBB4,0.07969198393490087
EFNA1,ERBB4,0.060158727289531935
ERBB3,ERBB4,0.19551090289948883
EREG,ERBB4,0.06156912112253173
FGF20,ERBB4,0.08465104998500497
FGF5,ERBB4,0.10193290538404987
IL1RAP,ERBB4,0.11886166576538607
KITLG,ERBB4,0.09896416316493611
LRIG1,ERBB4,0.08081854964784492
NGF,ERBB4,0.07732634947730403
NRG2,ERBB4,0.13844274135953893
PDGFA,ERBB4,0.1593478516021336
PDGFB,ERBB4,0.1391241320557927
PDGFD,ERBB4,0.15420988029408048
PGF,ERBB4,0.07104523842098971
TGFA,ERBB4,0.2479183436752858
VEGFA,ERBB4,0.16702283285177622
CBL,EREG,0.11758140151407276
DNAJC6,EREG,0.16601807178299563
IL1RAP,EREG,0.23170404233932765
LRIG1,EREG,-0.1575443565326555
PTPN3,EREG,0.18093262720321154
FLI1,ERG,0.07699322007454419
GATA3,ERG,0.11279647034956194
LMO2,ERG,0.15082705509633848
PPARG,ERO1A,0.1316338891235288
PPARG,ERP44,-0.1316338891235288
GATA2,ERVW-1,0.10252080076132987
GATA3,ERVW-1,0.1381468985716994
TFAP2C,ESR1,0.33721423524918404
ETV4,ETS1,0.17456684911248285
JUN,ETS1,0.09870186196505239
NR3C1,ETS1,-0.17150974109534656
AR,ETV1,0.07379144864026742
EGR1,ETV4,0.03417449445946309
FOXA2,ETV4,0.07664594792308421
GATA2,ETV4,0.0591904119170898
JUN,ETV4,0.06979275591122712
MYC,ETV4,0.0886762656549208
TCF7L2,ETV4,0.14466637142658917
FLI1,EYA3,0.13335616900744254
JUN,EZR,0.17095663972512082
CGN,F11R,0.2646768496612969
CLDN1,F11R,0.22163210876494713
VTN,F11R,0.5726953603086473
DNM1,F2R,-0.2097606058939851
NFATC1,F2R,0.15584541687346742
PRSS3,F2R,0.20127914766774985
PRSS3,F2RL1,0.3486257102647014
CDH1,F2RL2,0.05818850260339164
F2R,F2RL2,0.2949712672908161
F2RL3,F2RL2,0.4525325336311269
PRSS3,F2RL2,0.1743128551323507
F2R,F2RL3,0.34060348114711547
F2RL2,F2RL3,0.37967708954165263
PRSS3,F2RL3,0.20127914766774985
FOXO1,FABP4,0.13274232413962125
PPARG,FABP4,0.09307921563320533
KLF2,FABP5,-0.20132792924622733
EGR1,FAP,0.08371007364325539
EGR1,FAS,-0.0483300335518169
GLI2,FAS,-0.30271793114838047
JUN,FAS,0.09870186196505239
MYC,FASLG,0.15359179753979782
PPARG,FASLG,0.09307921563320533
GATA2,FAXDC2,0.14498630686202263
FURIN,FBN1,0.26898727834735864
FBXO27,FBXO2,0.4740800651847289
FBXO44,FBXO2,0.43554661479956935
FBXO6,FBXO2,0.40369842564875585
NEDD4L,FBXO2,0.3119383402621723
RNF115,FBXO2,0.4598617862550473
FBXO2,FBXO27,0.42607660894313243
FBXO44,FBXO27,0.43554661479956935
FBXO6,FBXO27,0.40369842564875585
NEDD4L,FBXO27,0.3119383402621723
RNF115,FBXO27,0.4598617862550473
FBXO2,FBXO44,0.42607660894313243
FBXO27,FBXO44,0.4740800651847289
FBXO6,FBXO44,0.40369842564875585
NEDD4L,FBXO44,0.3119383402621723
RNF115,FBXO44,0.4598617862550473
FBXO2,FBXO6,0.42607660894313243
FBXO27,FBXO6,0.4740800651847289
FBXO44,FBXO6,0.43554661479956935
NEDD4L,FBXO6,0.3119383402621723
RNF115,FBXO6,0.4598617862550473
GATA2,FCER1A,0.14498630686202263
EGR1,FCER2,-0.08371007364325539
FOXC1,FGF19,0.532903843569651
EGR1,FGF2,0.059191960726771166
LMO2,FGF2,0.18472466219633715
CBL,FGF20,0.13146000333758168
FGF5,FGF20,0.22215761679528323
FGFR2,FGF20,0.340707569688629
IL1RAP,FGF20,0.259052994666113
CBL,FGF5,0.13146000333758168
FGF20,FGF5,0.18449268617462347
FGFR2,FGF5,0.340707569688629
IL1RAP,FGF5,0.259052994666113
ANGPT1,FGFR2,0.08073471514681473
CBL,FGFR2,0.06197083987654013
CBLB,FGFR2,0.08187573028211362
EFNA1,FGFR2,0.0618072168173971
EPN3,FGFR2,0.06537090710316068
EREG,FGFR2,0.06325625873303795
FGF20,FGFR2,0.0869706863155986
FGF5,FGFR2,0.10472610488545817
FOXA2,FGFR2,0.044251558665686704
IL1RAP,FGFR2,0.1221187528100607
KITLG,FGFR2,0.10167601220100647
NGF,FGFR2,0.07944527191939431
PDGFA,FGFR2,0.16371435462653583
PDGFB,FGFR2,0.14293645796593896
PDGFD,FGFR2,0.15843559091349993
PGF,FGFR2,0.07299204376110312
TGFA,FGFR2,0.25471188489080127
VEGFA,FGFR2,0.17159964827450602
DSG2,FLG,0.3138957659737366
FURIN,FLG,0.15529987756243235
ST14,FLG,0.31129896276854147
FLI1,FLI1,0.09429705141822192
GATA2,FLI1,0.10252080076132987
ACTBL2,FLNB,0.04695844417682886
CAMK2D,FLNB,0.09799041897214313
COL12A1,FLNB,0.123291843621773
COL17A1,FLNB,0.07801094663615143
COL27A1,FLNB,0.08346974101965804
COL3A1,FLNB,0.07920604309624284
COL4A3,FLNB,0.04695880410784885
COL4A4,FLNB,0.061016295072843646
COL4A5,FLNB,0.08232588164474913
COL4A6,FLNB,0.07863378447371774
COL5A1,FLNB,0.1093359188873489
COL6A2,FLNB,0.05942006837541847
COL6A3,FLNB,0.09339944065510022
COL8A1,FLNB,0.08876549134721673
DMBT1,FLNB,0.1573413284600709
PTK2B,FLNB,0.10586098724210721
CAMK2D,FLNC,0.2771587589860533
FBLIM1,FLNC,0.5291095081723091
ANGPT1,FLT1,0.08563209683621543
ATF1,FLT1,0.07664538766017476
CBL,FLT1,0.06573000166879084
EFNA1,FLT1,0.06555645320677306
EGR1,FLT1,0.020927518410813847
EREG,FLT1,0.06709339425393283
FGF20,FLT1,0.09224634308731174
FGF5,FLT1,0.11107880839764162
KITLG,FLT1,0.10784369656700672
NGF,FLT1,0.08426443576111936
PDGFA,FLT1,0.17364529550100405
PDGFB,FLT1,0.151607008059752
PDGFD,FLT1,0.1680463210743503
PGF,FLT1,0.07741975367421185
TGFA,FLT1,0.27016275158263925
VEGFA,FLT1,0.18200891241619446
ACTBL2,FN1,0.0391660498902533
APBB1IP,FN1,0.08265538643839304
CAV1,FN1,0.09523452425112235
CEACAM1,FN1,0.17490801967377734
COL12A1,FN1,0.10283250612324196
COL17A1,FN1,0.06506562731149938
COL27A1,FN1,0.0696185765608391
COL3A1,FN1,0.06606240666396995
COL4A3,FN1,0.039166350093476236
COL4A4,FN1,0.05089110806019029
COL4A5,FN1,0.06866453189154781
COL4A6,FN1,0.06558510997851023
COL5A1,FN1,0.09119246024874965
COL6A2,FN1,0.0495597629621268
COL6A3,FN1,0.077900518565827
COL8A1,FN1,0.07403553766701296
DMBT1,FN1,0.13123173964325371
EGR1,FN1,0.017454756956397977
FLNB,FN1,0.1497757183595841
GATA2,FN1,0.030231734821633893
JUN,FN1,0.03564692356145
MYC,FN1,0.04529175015722943
PTK2B,FN1,0.08829416690516581
ANK1,FOLR1,0.16651089807407854
ANK3,FOLR1,0.23387985912688103
DACH1,FOS,-0.3001820114615976
NKX3-1,FOS,-0.22733182385134235
JUN,FOSL1,0.17095663972512082
FOXO1,FOXA2,-0.10838365380440072
GLI2,FOXA2,0.30271793114838047
JUN,FOXA2,0.09870186196505239
GATA3,FOXC1,-0.19536921755987766
GATA3,FOXC2,-0.19536921755987766
GLI2,FOXF1,0.5243228371111321
FLI1,FOXM1,0.09429705141822192
MYC,FOXM1,0.15359179753979782
ANGPT1,FOXO1,-0.10831698672741577
AR,FOXO1,0.023334904954658
CAMK2D,FOXO1,0.12394916513045917
FOXA2,FOXO1,0.05936969597207721
IL6,FOXO1,0.14410026815237884
IL6R,FOXO1,0.1839196224147471
JAK1,FOXO1,0.22589401801130035
MAPK13,FOXO1,0.20060713951082867
SGK1,FOXO1,-0.24709143096585756
TSC22D3,FOXO1,-0.2406821110912949
ABL1,FOXO3,0.30699027692817515
TSC22D3,FOXO3,-0.5381815613682914
TSC22D3,FOXO4,-0.761103663106166
SMAD3,FOXP3,0.38299563661900626
FOXO1,FSHB,-0.18772599509917787
BMPR1B,FST,0.07077220081224413
FOXA2,FST,0.0938717316317442
GLI2,FST,0.2621614185555661
SMAD3,FST,0.19149781830950313
ATF1,FTH1,-0.30658155064069903
MYC,FTH1P18,-0.2172116031500447
MYC,FUT3,0.2172116031500447
DKK1,FZD1,-0.1972248048995942
SFRP1,FZD1,-0.13077166153397213
SOST,FZD1,-0.13163833330524796
WNT7B,FZD1,0.15567614448491862
WNT8B,FZD1,0.05601246096786269
SFRP1,FZD3,-0.16882548909231573
WNT7B,FZD3,0.20097703833062316
WNT8B,FZD3,0.07231177616954174
CAV1,FZD5,0.22836436675561111
SFRP1,FZD5,-0.14620716236027806
WNT7B,FZD5,0.1740512207716785
WNT8B,FZD5,0.06262383515559733
DKK1,FZD8,0.22050403530231313
SFRP1,FZD8,-0.14620716236027806
WNT7B,FZD8,0.1740512207716785
WNT8B,FZD8,0.06262383515559733
BNIP3L,GABARAPL1,0.25446888976455634
FOXO1,GABARAPL1,0.13274232413962125
GABARAPL1,GABRE,0.8260825159472414
FOXO1,GADD45B,0.10838365380440072
PPARG,GADD45B,0.07599886131994671
SMAD3,GADD45B,0.2211226339004354
CDON,GAS8,0.35629746616658925
FLI1,GATA1,0.07699322007454419
GATA2,GATA1,0.08370788329559846
MYC,GATA1,-0.12540717754978847
TFAP2C,GATA2,0.33721423524918404
JUN,GATA3,0.06461553624113361
MAML3,GATA3,0.2944008458599991
MEF2C,GATA3,0.06988604302948014
NFATC1,GATA3,0.10202477421923035
NR3C1,GATA3,-0.1122794815702434
POU2F2,GATA3,0.09991236810228754
SATB1,GATA3,0.0831887833527229
HEY1,GATA4,-0.3294492097747001
MYC,GATA4,0.15359179753979782
GATA2,GATA6,0.10252080076132987
HEY1,GATA6,-0.3294492097747001
NUP210,GCKR,1.1613777744494596
EGR1,GDF15,0.059191960726771166
TCF7L2,GDF15,0.25056950545748286
PBX3,GFI1,0.2787026467833988
POU2F2,GFI1,0.18691892507000063
HMGB2,GFI1B,0.6516375157773541
CGA,GIPR,0.033003531522964404
JUN,GJA1,0.17095663972512082
PPARG,GK,0.1316338891235288
CDON,GLI2,0.25194035444597973
KIF3A,GLI2,1.7947379119422935
MYC,GLS2,0.2172116031500447
ADRA1B,GNA15,0.07922511535005679
ANXA1,GNA15,0.18745167298243864
CCL26,GNA15,0.07243618379199042
CCR1,GNA15,0.17841802431332224
CXCR4,GNA15,0.09912527533268418
DNM1,GNA15,-0.09710029253856006
EDN1,GNA15,0.11671605766754226
EDN2,GNA15,0.04426836682818371
EDNRB,GNA15,0.2598497363923271
F2R,GNA15,0.1576687744492504
F2RL1,GNA15,0.32965463199348827
F2RL2,GNA15,0.1757563404604024
F2RL3,GNA15,0.24188881388806185
LPAR2,GNA15,0.033446875705678294
PITX2,GNRH1,-0.2810088399993195
POU3F2,GNRH1,0.2865580656433059
FLI1,GP6,0.13335616900744254
FLI1,GP9,0.13335616900744254
FLT1,GPC1,0.3529444179259726
FURIN,GPC1,0.12029476789347025
GLCE,GPC1,0.15169567685685714
HS3ST5,GPC1,0.08641262678707605
LRP1,GPC1,0.1286911720674541
FURIN,GPC6,0.13449363917367932
GLCE,GPC6,0.1696009226723871
HS3ST5,GPC6,0.09661225380511064
LRP1,GPC6,0.14388110442347474
GPSM3,GPER1,-0.15283007949523128
GNA15,GPR17,0.4661061920180503
GPSM3,GPR17,-0.10806718558035716
GPSM3,GPR37,-0.15283007949523128
GNA15,GPR68,0.6591736982580049
NR3C1,GPRC5A,0.297063585570124
TFAP2C,GPX1,0.33721423524918404
ANGPT1,GRB14,0.34252838734486174
ANGPT1,GRB7,0.19775885663864434
ERBB3,GRB7,0.49202498239381226
GFRA1,GRB7,0.08405486685260766
POU2F2,GRHL2,0.18691892507000063
ZEB1,GRHL2,-0.16010495914054315
ERBB4,GRIN2A,-0.36648634646977335
GRIK4,GRIN2A,0.16722141572824342
PRKCG,GRIN2A,0.44782913351281756
PRKCH,GRIN2A,0.18554096837226644
PRNP,GRIN2A,0.6270260959162208
PRKCG,GRIP1,1.0013763848394892
AR,GSN,0.02789054599790613
BID,GSN,0.35724170664719046
CASK,GSN,0.09015166971265706
CLIC5,GSN,0.16516498271846186
EPB41L1,GSN,0.28863315616240787
PIP4K2C,GSN,-0.1774333070394932
PLCG1,GSN,0.44516147469357964
CYP1A1,GSTM1,0.02260141032270336
CYP2C18,GSTM1,0.05865394666644866
EPHX1,GSTM1,0.20337115634865918
KLF2,GSTM1,0.10066396462311367
CYP1A1,GSTM2,0.02260141032270336
CYP2C18,GSTM2,0.05865394666644866
EPHX1,GSTM2,0.20337115634865918
KLF2,GSTM2,0.10066396462311367
CYP1A1,GSTM3,0.02260141032270336
CYP2C18,GSTM3,0.05865394666644866
EPHX1,GSTM3,0.20337115634865918
KLF2,GSTM3,0.10066396462311367
CYP1A1,GSTM4,0.02260141032270336
CYP2C18,GSTM4,0.05865394666644866
EPHX1,GSTM4,0.20337115634865918
KLF2,GSTM4,0.10066396462311367
CYP1A1,GSTP1,0.02260141032270336
CYP2C18,GSTP1,0.05865394666644866
EPHX1,GSTP1,0.20337115634865918
KLF2,GSTP1,0.10066396462311367
LMO2,GYPA,-0.2612401225828486
GLI2,H2AFX,-0.5243228371111321
SATB1,HBE1,0.2200968326213348
EDN1,HCAR1,0.25213550169458665
EDN2,HCAR1,0.09563060218515289
GPSM3,HCAR1,-0.08823648753684368
MYC,HDAC2,0.2172116031500447
SOX4,HDAC8,0.5402974607775346
TCF4,HECA,-0.08920615455093744
TCF7L2,HECA,-0.25056950545748286
MAML3,HES2,0.5507735497922811
NOTCH2,HES2,0.7201891811357343
MAML3,HES7,0.44970472027082425
NOTCH2,HES7,0.5880320040184659
NR3C1,HES7,0.17150974109534656
AR,HEY1,0.033000539063564475
GATA6,HEY1,0.06397511502107965
JUN,HEY1,0.07645413352606222
MAML3,HEY1,0.3483397784639534
NOTCH2,HEY1,0.45548763172009815
EGR1,HIF1A,0.059191960726771166
HIPK2,HIF1A,-0.23529210769186057
ACTBL2,HIP1,0.06261125890243847
ACTC1,HIP1,0.13451642442060605
ADRB2,HIP1,0.1266691461937944
AR,HIP1,0.024597149546755803
CBL,HIP1,0.08764000222505444
DAB2,HIP1,0.13170997906383838
DNAJC6,HIP1,0.12374256466673932
EREG,HIP1,0.08945785900524378
NR3C1,HIP1,0.09902119519004134
ADRB2,HIP1R,0.15513738716440117
CBL,HIP1R,0.10733664325388291
DAB2,HIP1R,0.16131112136952966
DNAJC6,HIP1R,0.15155307144843108
EREG,HIP1R,0.10956305402234422
HIP1,HIP1R,0.1816963487234369
MYC,HKDC1,0.2172116031500447
AP1G2,HLA-A,0.18153313563135118
AP1S3,HLA-A,0.10979297348681455
CBL,HLA-A,0.11758140151407276
CIITA,HLA-A,0.07896877725179646
MYC,HLA-A,0.09713998202904148
AP1G2,HLA-B,0.18153313563135118
AP1S3,HLA-B,0.10979297348681455
CIITA,HLA-B,0.07896877725179646
HLA-A,HLA-B,0.24999939418891215
MYC,HLA-B,0.09713998202904148
CIITA,HLA-C,0.12486060007708442
MYC,HLA-C,0.15359179753979782
CD74,HLA-DMA,1.5225900171631983
CIITA,HLA-DMA,0.12486060007708442
CIITA,HLA-DMB,0.12486060007708442
HLA-DMA,HLA-DMB,0.5304126707231893
CIITA,HLA-DOA,0.10194825305552362
HLA-DMA,HLA-DOA,0.433080132126228
HLA-DMB,HLA-DOA,0.22551337720329842
CIITA,HLA-DOB,0.1765795540350559
AP1S3,HLA-DPA1,0.06561385150766665
CD274,HLA-DPA1,0.11714491801483959
CIITA,HLA-DPA1,0.047192870907751094
CTSS,HLA-DPA1,0.04498515830245353
HLA-DMA,HLA-DPA1,0.20047714556730706
HLA-DMB,HLA-DPA1,0.10439240869120137
HLA-DOA,HLA-DPA1,0.09108474784483185
HLA-DPB1,HLA-DPA1,0.20633748884967767
HLA-DRA,HLA-DPA1,0.18477341841853986
HLA-DRB1,HLA-DPA1,0.1764975980155443
HLA-DRB5,HLA-DPA1,0.20592370439878618
PAG1,HLA-DPA1,0.2330144274242038
PTPN22,HLA-DPA1,0.0909691820643029
PTPN6,HLA-DPA1,0.1638157051817255
AP1S3,HLA-DPB1,0.06561385150766665
CD274,HLA-DPB1,0.11714491801483959
CIITA,HLA-DPB1,0.047192870907751094
CTSS,HLA-DPB1,0.04498515830245353
HLA-DMA,HLA-DPB1,0.20047714556730706
HLA-DMB,HLA-DPB1,0.10439240869120137
HLA-DOA,HLA-DPB1,0.09108474784483185
HLA-DPA1,HLA-DPB1,0.2116165604125449
HLA-DRA,HLA-DPB1,0.18477341841853986
HLA-DRB1,HLA-DPB1,0.1764975980155443
HLA-DRB5,HLA-DPB1,0.20592370439878618
PAG1,HLA-DPB1,0.2330144274242038
PTPN22,HLA-DPB1,0.0909691820643029
PTPN6,HLA-DPB1,0.1638157051817255
AP1S3,HLA-DRA,0.06338900279774182
CD274,HLA-DRA,0.11317274272363428
CIITA,HLA-DRA,0.04559264480390028
CTSS,HLA-DRA,0.04345979179652172
HLA-DMA,HLA-DRA,0.19367932302776722
HLA-DMB,HLA-DRA,0.1008526482524253
HLA-DOA,HLA-DRA,0.08799622645674164
HLA-DPA1,HLA-DRA,0.204441020178063
HLA-DPB1,HLA-DRA,0.19934095251888942
HLA-DRB1,HLA-DRA,0.17051287917605
HLA-DRB5,HLA-DRA,0.19894119876091718
PAG1,HLA-DRA,0.22511332367345022
POU2F2,HLA-DRA,0.06825314112363817
PTPN22,HLA-DRA,0.0878845793057675
PTPN6,HLA-DRA,0.1582610067154054
AP1S3,HLA-DRB1,0.06561385150766665
CD274,HLA-DRB1,0.11714491801483959
CIITA,HLA-DRB1,0.047192870907751094
CTSS,HLA-DRB1,0.04498515830245353
HLA-DMA,HLA-DRB1,0.20047714556730706
HLA-DMB,HLA-DRB1,0.10439240869120137
HLA-DOA,HLA-DRB1,0.09108474784483185
HLA-DPA1,HLA-DRB1,0.2116165604125449
HLA-DPB1,HLA-DRB1,0.20633748884967767
HLA-DRA,HLA-DRB1,0.18477341841853986
HLA-DRB5,HLA-DRB1,0.20592370439878618
PAG1,HLA-DRB1,0.2330144274242038
PTPN22,HLA-DRB1,0.0909691820643029
PTPN6,HLA-DRB1,0.1638157051817255
AP1S3,HLA-DRB5,0.06561385150766665
CD274,HLA-DRB5,0.11714491801483959
CIITA,HLA-DRB5,0.047192870907751094
CTSS,HLA-DRB5,0.04498515830245353
HLA-DMA,HLA-DRB5,0.20047714556730706
HLA-DMB,HLA-DRB5,0.10439240869120137
HLA-DOA,HLA-DRB5,0.09108474784483185
HLA-DPA1,HLA-DRB5,0.2116165604125449
HLA-DPB1,HLA-DRB5,0.20633748884967767
HLA-DRA,HLA-DRB5,0.18477341841853986
HLA-DRB1,HLA-DRB5,0.1764975980155443
PAG1,HLA-DRB5,0.2330144274242038
PTPN22,HLA-DRB5,0.0909691820643029
PTPN6,HLA-DRB5,0.1638157051817255
MYC,HLA-E,0.2172116031500447
AP1G2,HLA-F,0.18153313563135118
AP1S3,HLA-F,0.10979297348681455
HLA-A,HLA-F,0.24999939418891215
HLA-B,HLA-F,0.3668573217785485
MYC,HLA-F,0.09713998202904148
AP1G2,HLA-G,0.15342350195304533
AP1S3,HLA-G,0.09279199868167652
ATF1,HLA-G,0.1158769342222635
HLA-A,HLA-G,0.2112880516783107
HLA-B,HLA-G,0.31005102637944876
HLA-F,HLA-G,0.31964458819243036
MYC,HLA-G,0.08209826911609605
APOBEC3G,HMGA1,-0.527585056356031
EGR1,HMGA1,0.059191960726771166
HMGA1,HMGA2,0.17653413277731547
AR,HMOX1,0.07379144864026742
MYC,HNRNPA1,0.2172116031500447
MYC,HNRNPA2B1,0.2172116031500447
PBX1,HOXB1,0.28039066728456197
ETV4,HPGD,0.21379985316550268
SNAI2,HPGD,-0.24403534971234417
EGR1,HPSE,0.08371007364325539
BTG2,HRAS,-0.19393725947371762
EGR1,HSD11B2,-0.08371007364325539
GATA3,HSD17B1,-0.19536921755987766
CGA,HSD17B3,0.033003531522964404
CGA,HSD3B1,0.033003531522964404
NR4A1,HSD3B2,0.21265046903082627
BMP1,HSPG2,0.05325560686944536
CTSS,HSPG2,0.059509770778582285
FURIN,HSPG2,0.09510136428616534
GLCE,HSPG2,0.11992596251714019
HS3ST5,HSPG2,0.06831517981130956
LRP1,HSPG2,0.10173930462244873
MMP15,HSPG2,0.07174610097128309
MMP3,HSPG2,0.1343180759871832
EDN1,HTR1D,0.25213550169458665
EDN2,HTR1D,0.09563060218515289
GPSM3,HTR1D,-0.08823648753684368
EGR1,HYAL1,0.08371007364325539
JUN,ICAM1,0.08547831986256041
MST1R,ICAM1,0.6652417930579917
NFATC1,ICAM1,0.13496609007579877
PPARG,ICAM1,-0.0658169445617644
BHLHE40,ID1,0.28685752889534605
FOXA2,ID1,0.07096035915331159
JUN,ID1,0.06461553624113361
MYC,ID1,0.08209826911609605
NR3C1,ID1,0.1122794815702434
TCF7L2,ID1,0.13393503442789775
TFAP2C,ID1,0.12745500071716742
FLI1,ID2,0.13335616900744254
ZEB1,IFI27,0.2264226046197464
GLI2,IFITM5,0.5243228371111321
IRF5,IFNA1,0.13860644501114167
MYC,IFNA1,-0.15359179753979782
CSF3,IFNAR2,0.18204021813364593
IL11,IFNAR2,0.12085836243257726
IL6,IFNAR2,0.2037885535626939
JAK1,IFNAR2,0.3194623839305331
LIF,IFNAR2,0.26437879383135937
JUN,IFNG,0.17095663972512082
CAMK2D,IFNGR2,0.14814758826703783
CSF3,IFNGR2,0.15385206488735811
IL11,IFNGR2,0.10214395922941376
IL6,IFNGR2,0.17223276310848093
JAK1,IFNGR2,0.26999499300460494
LIF,IFNGR2,0.22344086246656666
PTPN6,IFNGR2,0.23167039199770867
CSF3,IFNLR1,0.2035271511928611
IL11,IFNLR1,0.1351237570242748
IL6,IFNLR1,0.22784252940127026
LIF,IFNLR1,0.29558447740816085
IFT27,IFT43,0.3156632141521199
AR,IGF1R,0.05217843372711192
NKX3-1,IGF1R,-0.22733182385134235
EGR1,IGF2,0.08371007364325539
MYC,IGF2BP1,0.2172116031500447
DNAJC6,IGF2R,0.21432840906166992
HIP1,IGF2R,0.25695744059835585
HIP1R,IGF2R,0.28123454970198325
FOXO1,IGFBP1,0.13274232413962125
TCF7L2,IGFBP1,0.25056950545748286
FLI1,IGFBP3,0.13335616900744254
MYC,IGK,0.2172116031500447
HHIP,IHH,-0.84651791039239
ATF1,IL10,0.21678589344472518
FLI1,IL10,0.09429705141822192
JUN,IL12B,0.17095663972512082
GATA3,IL12RB2,-0.19536921755987766
EGR1,IL1A,0.041855036821627695
JUN,IL1A,0.08547831986256041
MAPK13,IL1A,0.31718773787268745
ZEB1,IL1A,0.1132113023098732
ATF1,IL1B,0.10839294672236259
EGR1,IL1B,0.029595980363385583
IRF5,IL1B,0.06930322250557083
JUN,IL1B,0.06044229961924922
MALT1,IL1B,0.4805460019037164
MAPK13,IL1B,0.2242856003589984
NLRP3,IL1B,0.5426336052832268
ZEB1,IL1B,0.08005247957027158
IL1A,IL1RAP,0.7058147493261463
IL1B,IL1RAP,0.8319062271030033
JUN,IL2,-0.17095663972512082
EGR1,IL3,0.059191960726771166
JUN,IL3,0.12088459923849844
CIITA,IL4,-0.12486060007708442
SATB1,IL4,0.15563196286422637
GATA3,IL5,0.1381468985716994
SATB1,IL5,-0.15563196286422637
ATF1,IL6,0.10839294672236259
CBL,IL6,0.09295625981481018
EGR1,IL6,0.029595980363385583
FOXO1,IL6,0.06637116206981063
IRF5,IL6,0.06930322250557083
JAK1,IL6,0.2525571899919147
JUN,IL6,0.06044229961924922
MAPK13,IL6,0.2242856003589984
CBL,IL6R,0.10733664325388291
CSF3,IL6R,0.1661792230749315
IL11,IL6R,0.11032808561242918
IL6,IL6R,0.1860326462460621
JAK1,IL6R,0.29162792325521486
LIF,IL6R,0.24134371517907205
ATF1,INHBA,0.21678589344472518
FST,INHBA,-0.5357358167019728
FST,INHBB,-0.5357358167019728
INHBA,INHBB,0.10554472902894868
HMGA1,INSR,0.17653413277731547
MYC,IPO7,0.2172116031500447
TNFAIP3,IRF7,-0.5713054970152204
ERBB3,IRS1,0.22004026145214023
ERBB4,IRS1,0.2115909907886461
FGFR2,IRS1,0.17594063244411504
FLT1,IRS1,0.20377255469853603
FN1,IRS1,0.17410239727328303
GFRA1,IRS1,0.0375904792244249
IGF2R,IRS1,0.18835728797060508
IL1RAP,IRS1,0.13377439121693524
ITGB3,IRS1,0.250877366730678
KDR,IRS1,0.16944586049401666
KL,IRS1,-0.13064198226613752
NGFR,IRS1,0.2161542174377131
NTRK2,IRS1,0.24362669871357312
SOCS2,IRS1,-0.17273926089736272
SOCS3,IRS1,-0.2869794652762885
ACTBL2,ITGA2,0.036148627181624204
CAV1,ITGA2,0.087897485746447
COL12A1,ITGA2,0.09491010547188786
COL17A1,ITGA2,0.06005285472015942
COL27A1,ITGA2,0.06425503659585056
COL3A1,ITGA2,0.060972840404081206
COL4A3,ITGA2,0.036148904256652584
COL4A4,ITGA2,0.046970365847013223
COL4A5,ITGA2,0.06337449323849224
COL4A6,ITGA2,0.06053231551106661
COL5A1,ITGA2,0.08416682960227465
COL6A2,ITGA2,0.04574158996241843
COL6A3,ITGA2,0.0718989229391768
COL8A1,ITGA2,0.06833170709875332
FLNB,ITGA2,0.13823672846793533
FLNC,ITGA2,0.16110909924553507
FN1,ITGA2,0.129768265116245
GATA2,ITGA2,0.027902627765199486
HSPG2,ITGA2,0.08190080117900697
LAMA1,ITGA2,0.13453391185423008
LAMA3,ITGA2,0.14253818813719735
LAMA5,ITGA2,0.1552094444133349
LAMB2,ITGA2,0.20156311518903633
LAMC2,ITGA2,0.22696588754637376
PTK2B,ITGA2,0.08149182597454686
THBS2,ITGA2,0.12148621917587615
VTN,ITGA2,0.19089845343621578
ZEB2,ITGA5,0.2965267485550287
ACTBL2,ITGA6,0.03683723433624736
CAV1,ITGA6,0.08957187402277851
COL12A1,ITGA6,0.09671807946065396
COL17A1,ITGA6,0.061196821411012556
COL27A1,ITGA6,0.06547905203904192
COL3A1,ITGA6,0.06213433220649435
COL4A3,ITGA6,0.03683751668936958
